#Balls,#Bullets,Score,AvgBtnFreq,AvgBallDist,RatioBalls,AvgBallDir,Intensity Match,Winning Match
1,0,0,0,0,1,0,0,0.5
1,0,0,0,0,1,0,0,0.5
1,0,0,0,0,1,0,0,0.5
1,0,0,0,0,1,0,0,0.5
1,0,0,0,0,1,0,0,0.5
1,0,0,0,0,1,0,0,0.5
1,0,0,0,0,1,0,0,0.5
1,1,0,1,0,1,0,0,0.5
1,2,0,1,0,1,0,0,0.5
1,2,0,1,0,1,0,0,0.5
1,2,0,1,0,1,0,0,0.451185644
1,0,0,1,-3,0,1.36532,0,0.402569658
1,0,0,0,-7,0,1.36232,0,0.376781518
1,0,0,0,-15,0,1.35632,0,0.376781518
1,0,0,1,-23,0,1.35032,0,0.366344188
1,1,0,2,-33,0,1.34332,0,0.366573077
1,1,0,2,-41,0,1.33732,0,0.469878231
1,0,0,2,-49,0,-0.23382,0,0.48156682
1,0,0,2,-48,0,-0.22982,0,0.483092746
1,0,0,1,-47,0,-0.22582,0,0.483092746
1,1,0,0,-45,0,-0.21882,0,0.475081637
1,1,0,1,-44,0,-0.21182,0,0.472655416
1,2,0,2,-42,0,-0.20482,0,0.468810083
1,2,0,2,-41,0,-0.19782,0,0.468810083
1,2,0,2,-39,0,-0.19082,0,0.468016602
1,2,0,2,-38,0,-0.18382,0,0.468016602
1,2,0,2,-37,0,-0.17682,0,0.468016602
1,3,0,2,-36,0,-0.16982,0,0.467329936
1,3,0,2,-34,0,-0.16282,0,0.467329936
1,2,0,2,-31,0,-1.29397,0,0.469924009
1,2,0,2,-25,0,-1.28897,0,0.49630726
1,2,0,1,-17,0,-1.28297,0,0.49630726
1,1,0,0,-9,0,-1.27697,0,0.526367992
1,1,0,1,-2,0,-1.27097,0,0.554536576
1,2,0,2,7,1,-1.26397,0,0.577486496
1,1,0,2,16,1,-1.25697,0,0.613162633
1,1,0,2,23,1,-1.25097,0,0.627262185
1,1,0,2,32,1,-1.24397,0,0.628330332
1,1,0,1,40,1,-1.23797,0,0.623966185
1,1,0,0,48,1,-1.23097,0,0.622425001
1,0,0,0,53,1,-0.58344,0.002487259,0.620883816
1,1,0,0,55,1,-0.57944,0.002487259,0.620883816
1,1,0,0,58,1,-0.57344,0.003982665,0.618030335
1,1,0,0,62,1,-0.56644,0.026673177,0.6134373
1,1,0,1,66,1,-0.56044,0.030213324,0.610232856
1,2,0,2,70,1,-0.55344,0.028336436,0.609576708
1,2,0,2,73,1,-0.54644,0.017136143,0.609576708
1,2,0,2,77,1,-0.53944,0.005050813,0.611758782
1,2,0,2,80,1,-0.53344,0.003540147,0.611758782
1,2,0,1,84,1,-0.52644,0.00941496,0.611758782
1,2,0,0,88,1,-0.51944,0.010071108,0.611758782
1,2,0,0,91,1,-0.51244,0.010895108,0.611758782
1,2,0,0,95,1,-0.50644,0.010895108,0.611758782
1,2,0,1,98,1,-0.49944,0.010895108,0.613254189
1,2,0,2,101,1,-0.49344,0.012527848,0.619632557
1,2,0,2,104,1,-0.48644,0.012527848,0.619632557
1,2,0,2,107,1,-0.48044,0.016495254,0.624942778
1,2,0,2,110,1,-0.47444,0.016495254,0.64331492
1,1,0,1,113,1,-0.46844,0.018265328,0.6498764
1,1,0,0,116,1,-0.46144,0.052018799,0.652989288
1,1,0,0,120,1,-0.45444,0.061189611,0.657734916
1,2,0,1,123,1,-0.44744,0.061189611,0.659855953
1,2,0,1,126,1,-0.44044,0.061189611,0.659855953
1,2,0,1,128,1,-0.43444,0.061189611,0.659855953
1,2,0,1,131,1,-0.42844,0.058626057,0.670888394
1,2,0,2,134,1,-0.42144,0.056794946,0.686452834
1,3,0,2,137,1,-0.41544,0.053453169,0.687520981
1,2,0,2,139,1,-0.40844,0.050309763,0.689870907
1,2,0,2,142,1,-0.40244,0.048707541,0.705908383
1,2,0,2,144,1,-0.39644,0.047135838,0.716345714
1,2,0,1,147,1,-0.38944,0.045487838,0.766060366
1,2,0,0,149,1,-0.38344,0.045487838,0.774483474
1,2,0,0,152,1,-0.37644,0.045487838,0.774483474
1,2,0,0,152,1,1.88174,0.045487838,0.774483474
2,1,0,0,72,1,0.93887,0.043900876,0.774483474
2,0,0,0,66,1,-0.17676,0.042100284,0.774483474
2,0,0,0,67,1,-0.17476,0.039078951,0.774483474
2,0,0,0,68,1,-0.17226,0.039078951,0.774483474
2,0,0,0,69,1,-0.16876,0.03747673,0.774483474
2,0,0,0,70,1,-0.16526,0.035813471,0.774483474
2,0,0,1,71,1,-0.16226,0.034684286,0.775566881
2,1,0,2,72,1,-0.15876,0.034684286,0.775948363
2,1,0,2,73,1,-0.15576,0.034104434,0.780541398
2,2,0,2,74,1,-0.15276,0.034104434,0.777153844
2,2,0,2,75,1,-0.14926,0.036683248,0.691930906
2,2,0,1,76,1,-0.14626,0.061662648,0.658665731
2,2,0,0,75,1,0.94457,0.160222175,0.677220985
2,2,0,0,71,1,0.94257,0.207602161,0.698324534
2,2,0,0,66,1,0.93957,0.266899625,0.71027253
2,2,0,0,59,1,0.93607,0.266899625,0.71027253
2,2,0,1,52,1,0.93257,0.274422437,0.711752678
2,3,0,2,47,1,0.92957,0.275490585,0.711752678
2,3,0,2,40,1,0.92607,0.275490585,0.711752678
2,3,0,2,34,1,0.92257,0.275490585,0.674825282
2,3,0,2,28,1,0.91957,0.275490585,0.552674947
2,3,0,1,22,1,0.91607,0.275490585,0.501815851
2,2,0,0,16,1,0.91307,0.275490585,0.456083865
2,2,0,1,10,1,0.90957,0.275490585,0.456083865
2,3,0,2,5,1,0.90657,0.275490585,0.306833094
2,3,0,2,-2,0.5,0.90307,0.275490585,0.306833094
2,3,0,2,-8,0.5,0.89957,0.277703177,0.302255318
2,3,0,2,-14,0.5,0.89607,0.277703177,0.302255318
2,3,0,2,-20,0.5,0.89307,0.277703177,0.305520798
2,4,0,2,-26,0.5,0.88957,0.277703177,0.382122257
2,4,0,2,-31,0.5,0.88657,0.277703177,0.471419416
2,3,0,2,-35,0.5,-0.81391,0.274071474,0.537018952
2,3,0,2,-32,0.5,-0.81191,0.27190466,0.590151677
2,2,0,1,-27,0.5,-0.80891,0.270821253,0.59643849
2,1,0,1,-25,0,-0.11545,0.270821253,0.525345622
2,2,0,2,-24,0,-0.11545,0.27375103,0.444578387
2,2,0,2,-24,0,-0.11545,0.275460067,0.386455885
2,2,0,2,-23,0,-0.11545,0.277047029,0.336329234
2,1,0,3,-22,0,-0.11545,0.278328806,0.307626576
2,1,0,2,-21,0.5,-0.11545,0.278328806,0.307626576
2,1,0,1,-21,0.5,-0.11545,0.278328806,0.311975463
2,2,0,2,-20,0.5,-0.11545,0.278572954,0.459440901
2,1,0,2,-19,0.5,-1.02694,0.278572954,0.559343242
2,1,0,1,-14,0.5,-1.02194,0.27681814,0.618259224
2,1,0,2,-8,0.5,-1.01594,0.269127476,0.629139073
2,1,0,2,-2,0.5,-1.00994,0.261238441,0.63350322
2,2,0,2,4,0.5,-1.00394,0.266441847,0.64128544
2,3,0,2,11,0.5,-0.99694,0.319238868,0.677434614
2,3,0,2,17,0.5,-0.99094,0.330454421,0.677434614
2,2,0,1,23,0.5,-0.98494,0.337260048,0.677434614
2,2,0,2,29,0.5,-0.97894,0.339976196,0.677434614
2,2,0,1,36,0.5,-0.97194,0.339976196,0.677434614
2,3,0,2,42,0.5,-0.96594,0.339976196,0.677434614
2,3,0,2,49,0.5,-0.95894,0.339976196,0.677434614
2,3,0,2,54,0.5,-0.95294,0.340464492,0.677434614
2,2,0,1,61,0.5,-1.23503,0.340464492,0.667241432
2,2,0,1,68,0.5,-1.22903,0.340464492,0.667241432
2,2,0,0,77,0.5,-1.22203,0.340464492,0.609805597
1,1,1,2,0,1,0,0.505188147,0.511520737
1,1,1,0,0,1,0,0.505188147,0.511520737
1,1,1,0,0,1,0,0.481048006,0.504669332
1,0,1,0,-1,0,1.47181,0.481048006,0.504669332
1,0,1,0,-9,0,1.46681,0.474333934,0.503799554
1,0,1,0,-18,0,1.46081,0.339045381,0.506927702
1,1,1,2,-26,0,1.45481,0.231727042,0.516190069
1,1,1,2,-37,0,1.44781,0.198751793,0.519440291
1,1,1,3,-45,0,1.44181,0.095278787,0.520813623
1,1,1,3,-55,0,1.43481,0,0.520813623
1,1,1,3,-65,0,1.42781,0,0.520813623
1,2,1,2,-74,0,1.42181,0,0.520813623
1,2,1,2,-84,0,1.41481,0,0.520813623
1,2,1,2,-94,0,1.40781,0,0.524506363
1,2,1,2,-102,0,1.40181,0,0.524506363
1,3,1,3,-112,0,1.39481,0,0.534516434
1,2,1,2,-108,0,-1.83067,0,0.558381909
1,2,1,2,-99,0,-1.82567,0,0.581011383
1,2,1,1,-86,0,-1.81867,0,0.600665304
1,2,1,2,-73,0,-1.81167,0,0.618259224
1,2,1,1,-62,0,-1.80567,0,0.631107517
1,3,1,3,-50,0,-1.79867,0,0.642323069
1,3,1,3,-39,0,-1.79267,0,0.659672842
1,2,1,3,-31,0,0.88532,0,0.659672842
1,1,1,2,-35,0,0.88032,0,0.65172277
1,1,1,2,-41,0,0.87332,0,0.649861141
1,1,1,1,-47,0,0.86732,0,0.591036714
1,3,1,2,-53,0,0.86032,0,0.491851558
1,3,1,2,-59,0,0.85332,0,0.453627125
1,2,1,3,-57,0,-0.945,0,0.427137059
1,2,1,3,-52,0,-0.94,0,0.414899136
1,2,1,2,-46,0,-0.934,0,0.407010102
1,3,1,2,-40,0,-0.927,0,0.407010102
1,3,1,2,-32,0,-0.92,0,0.379634999
1,3,1,1,-27,0,-0.914,0,0.358439894
1,2,1,1,-20,0,-1.38612,0,0.449568163
1,2,1,1,-13,0,-1.38112,0,0.536713767
1,2,1,0,-4,0,-1.37512,0,0.586840419
1,2,1,1,5,1,-1.36812,0,0.586840419
1,3,1,2,13,1,-1.36212,0,0.627948851
1,2,1,2,23,1,-1.35512,0,0.649632252
1,2,1,2,31,1,-1.34912,0,0.673512986
1,2,1,2,40,1,-1.34212,0,0.691106906
1,1,1,1,50,1,-1.3157,0,0.694967498
1,1,1,0,55,1,-1.3117,0,0.709036531
1,1,1,0,63,1,-1.3057,0,0.754356517
1,1,1,0,71,1,-1.2997,0,0.777123325
1,1,1,0,80,1,-1.2927,0,0.846919156
1,0,1,0,88,1,-1.2867,0,0.953993347
1,1,1,0,95,1,-1.2807,0,0.953993347
1,2,1,1,103,1,-1.2747,0,1.000015259
1,2,1,2,112,1,-1.2677,0,1.000015259
1,2,1,2,119,1,-1.2617,0,1.000015259
1,3,1,3,127,1,-1.2557,0,1.000015259
1,3,1,3,136,1,-1.2487,0,1.000015259
1,3,1,3,143,1,-1.2427,0,0.53215125
1,3,1,2,151,1,-1.2367,0,0.514038514
1,4,1,3,159,1,-1.2297,0,0.510742515
1,4,1,2,167,1,-1.2237,0,0.492385632
1,4,1,2,174,1,-1.2177,0,0.492385632
1,4,1,1,183,1,-1.2107,0,0.492385632
1,0,2,1,0,1,0,0,0.492385632
1,0,2,1,0,1,0,0,0.483321635
1,0,2,2,0,1,0,0,0.483321635
1,1,2,2,0,1,0,0,0.48361156
1,1,2,1,0,1,0,0,0.523682363
1,2,2,2,0,1,0,0,0.566774499
1,2,2,2,0,1,0,0,0.5863979
1,2,2,1,0,1,0,0,0.591906491
1,1,2,1,1,1,-0.76019,0,0.621372112
1,1,2,1,3,1,-0.75719,0,0.621372112
1,1,2,1,8,1,-0.75119,0,0.622867519
1,2,2,2,13,1,-0.74419,0,0.622867519
1,2,2,2,17,1,-0.73819,0,0.622867519
1,2,2,2,22,1,-0.73119,0,0.622867519
1,2,2,2,27,1,-0.72419,0,0.622867519
1,1,2,1,32,1,-0.71819,0,0.622867519
1,1,2,0,37,1,-0.71119,0,0.622867519
1,1,2,0,42,1,-0.70419,0,0.623844111
1,1,2,1,46,1,-0.69819,0,0.624408704
1,3,2,2,51,1,-0.69119,0,0.624408704
1,3,2,2,55,1,-0.68519,0,0.625339518
1,3,2,3,59,1,-0.67919,0,0.625873592
1,3,2,3,65,1,-0.67219,0,0.639286477
1,2,2,2,69,1,-0.66619,0,0.710409864
1,2,2,1,73,1,-0.66019,0,0.710409864
1,1,2,1,77,1,-1.20808,0,0.775612659
1,1,2,0,82,1,-1.20408,0,0.823618274
1,1,2,0,90,1,-1.19708,0,0.853572192
1,1,2,1,98,1,-1.19008,0,0.85810419
1,1,2,1,106,1,-1.18408,0,0.85810419
1,1,2,2,114,1,-1.17708,0,0.59254738
1,1,2,2,121,1,-1.17108,0,0.59254738
1,0,2,2,128,1,-1.16508,0,0.486983856
1,1,2,1,136,1,-1.15808,0,0.445692312
1,0,2,1,130,1,2.10727,0,0.42484817
1,0,2,0,117,1,2.10127,0,0.38962981
1,0,2,0,103,1,2.09427,0,0.377498703
1,0,2,1,88,1,2.08727,0,0.371532334
1,1,2,2,73,1,2.08027,0,0.345973083
1,1,2,2,59,1,2.07327,0,0.341288491
1,1,2,2,44,1,2.06627,0,0.341288491
1,1,2,2,30,1,2.05927,0,0.396069216
1,1,2,2,15,1,2.05227,0,0.521652882
1,2,2,2,3,1,2.04627,0,0.586886196
1,2,2,2,-11,0,2.03927,0,0.637577441
1,3,2,2,-23,0,2.03327,0,0.646305734
1,2,2,2,-23,0,-1.59534,0,0.646732994
1,2,2,1,-16,0,-1.59134,0,0.657811213
1,2,2,1,-5,0,-1.58434,0,0.657811213
1,2,2,1,7,1,-1.57734,0,0.666920988
1,1,2,2,19,1,-1.57034,0,0.667439802
1,1,2,2,29,1,-1.56334,0,0.667439802
1,2,2,3,39,1,-1.55734,0,0.668950468
1,2,2,2,50,1,-1.55034,0,0.670415357
1,2,2,2,61,1,-1.54334,0,0.674504837
1,3,2,1,71,1,-1.53634,0,0.675023652
1,3,2,1,82,1,-1.52934,0,1.000015259
1,2,2,0,91,1,-1.52334,0,1.000015259
1,2,2,0,102,1,-1.51634,0.014175848,0.908749657
1,2,2,1,111,1,-1.51034,0.485915708,0.495941038
1,2,2,1,122,1,-1.50334,0.494918668,0.502410962
1,3,2,2,132,1,-1.49634,0.494918668,0.502410962
1,3,2,2,142,1,-1.48934,0.319284646,0.496627705
1,2,2,2,151,1,-1.48334,0,0.496627705
1,2,2,1,162,1,-1.47634,0,0.496627705
2,2,2,1,86,1,-0.73467,0,0.495117038
2,2,2,0,90,1,-0.73167,0,0.505829035
1,0,3,0,0,1,0,0,0.522370067
1,1,3,0,0,1,0,0,0.524506363
1,1,3,0,0,1,0,0,0.532654805
1,1,3,1,0,1,0,0,0.532654805
1,2,3,2,0,1,0,0,0.574785607
1,2,3,2,0,1,0,0,0.640430921
1,3,3,2,0,1,0,0,0.649143956
1,3,3,2,0,1,0,0,0.649479659
1,4,3,3,0,1,0,0,0.649479659
1,4,3,2,0,1,0,0,0.649479659
1,3,3,2,0,0,0.0438,0,0.649479659
1,4,3,2,0,0,0.0378,0,0.649479659
1,3,3,2,-1,0,0.0308,0,0.649479659
1,3,3,0,-1,0,0.0248,0,0.658635212
1,3,3,1,-1,0,0.0188,0,0.679067354
1,4,3,2,-1,0,0.0128,0,0.690481277
1,4,3,2,-1,0,0.0068,0,0.696661275
1,4,3,2,-1,0,0,0,0.734824671
1,3,3,2,0,1,-1.28992,0,0.734824671
1,3,3,1,5,1,-1.28592,0,0.750923185
1,3,3,0,13,1,-1.27992,0,0.772194586
1,2,3,0,22,1,-1.27292,0,0.779656362
1,2,3,1,30,1,-1.26692,0,0.78112125
1,2,3,2,40,1,-1.25992,0,0.788750877
1,2,3,2,47,1,-1.25392,0,0.835306864
1,3,3,2,56,1,-1.24692,0,0.876110111
1,3,3,2,63,1,-1.24092,0,0.907803583
1,2,3,1,72,1,-1.23392,0,0.940763573
1,3,3,0,81,1,-1.22692,0,1.000015259
1,3,3,0,88,1,-1.22092,0,1.000015259
1,3,3,0,97,1,-1.21392,0,1.000015259
1,3,3,0,104,1,-1.20792,0,1.000015259
1,3,3,0,111,1,-1.20192,0,1.000015259
1,3,3,1,119,1,-1.19492,0,1.000015259
1,4,3,2,128,1,-1.18792,0,1.000015259
1,4,3,2,135,1,-1.18192,0,1.000015259
1,2,3,2,135,1,0.90991,0,1.000015259
1,2,3,2,131,1,0.90591,0,1.000015259
1,2,3,1,125,1,0.89891,0,1.000015259
1,2,3,1,119,1,0.89291,0,0.736106449
1,1,3,1,113,1,0.88591,0,0.626987518
1,1,3,1,108,1,0.87991,0,0.564271981
1,1,3,1,102,1,0.87291,0,0.564271981
1,1,3,2,95,1,0.86591,0,0.560258797
1,2,3,2,89,1,0.85991,0,0.538224433
1,2,3,2,83,1,0.85291,0,0.531922361
1,1,3,2,77,1,0.84591,0,0.529633473
1,2,3,2,72,1,0.83891,0,0.523834956
1,2,3,2,67,1,0.83291,0,0.519699698
1,2,3,1,61,1,0.82591,0,0.51208533
1,3,3,2,56,1,0.81991,0,0.51208533
1,3,3,2,50,1,0.81291,0,0.507904294
1,3,3,2,44,1,0.80591,0,0.510208441
1,3,3,1,39,1,0.79891,0,0.507721183
1,3,3,1,34,1,0.79291,0,0.507721183
1,3,3,2,28,1,0.78591,0,0.506256294
1,3,3,2,23,1,0.77891,0,0.506256294
1,4,3,2,18,1,0.77191,0,0.504638813
1,3,3,2,12,1,0.76491,0,0.501495407
1,3,3,2,7,1,0.75791,0,0.501495407
1,3,3,0,2,1,0.75091,0,0.501495407
1,2,3,0,-4,0,0.74491,0,0.505600146
1,3,3,1,-8,0,0.73891,0,0.507095553
1,3,3,1,-13,0,0.73291,0,0.508621479
2,3,3,1,-9,0.5,0.36295,0,0.508621479
2,2,3,1,-7,0.5,-0.85977,0,0.508621479
2,3,3,1,-4,0.5,-0.85777,0.014435255,0.508621479
2,2,3,1,2,1,-0.85427,0.014435255,0.508621479
2,2,3,1,8,1,-0.85077,0.070329905,0.509887997
2,0,3,1,12,0.5,-0.24151,0.109851375,0.509887997
2,1,3,2,13,0.5,-0.24151,0.139790033,0.497695853
2,1,3,2,14,0.5,-0.24151,0.142826624,0.496337779
2,1,3,1,16,0.5,-0.24151,0.134372997,0.534165471
2,1,3,1,17,0.5,-0.24151,0.129749443,0.661381878
2,1,3,1,19,0.5,-0.24151,0.125705741,0.762871181
2,1,3,2,21,0.5,-0.0724,0.118243965,0.843317972
2,1,3,2,21,0.5,-0.0724,0.11589404,0.886288034
2,0,3,2,21,0.5,-1.62925,0.11589404,0.886288034
2,0,3,2,28,0.5,-1.62525,0.11589404,0.886288034
2,0,3,2,38,0.5,-1.61925,0.11589404,0.877300333
2,0,3,0,47,0.5,-1.61325,0.11589404,0.863277078
2,2,3,1,59,0.5,-1.60625,0.11589404,0.846324046
2,1,3,1,62,0.5,-0.34384,0.120456557,0.827661977
2,1,3,1,63,1,-0.34384,0.124454482,0.799707022
2,2,3,1,66,1,-0.34384,0.124454482,0.780724509
2,1,3,1,66,1,0.11891,0.136555071,0.727759636
2,1,3,0,65,1,0.11891,0.136555071,0.727759636
2,1,3,1,64,1,0.11891,0.137684256,0.683782464
2,1,3,2,62,1,0.82042,0.137684256,0.638798181
2,1,3,2,59,1,0.81642,0.137684256,0.593859676
2,1,3,2,53,1,0.81042,0.137684256,0.580858791
2,1,3,2,47,1,0.80342,0.137684256,0.575914792
2,1,3,1,42,1,0.79642,0.137684256,0.568147832
2,1,3,0,36,1,0.78942,0.143696402,0.549058504
2,1,3,0,32,1,0.78342,0.194067202,0.531693472
2,2,3,0,26,1,0.77642,0.202826014,0.523453475
2,3,3,1,20,1,0.76942,0.202826014,0.495010224
2,2,3,1,15,1,1.21176,0.197073275,0.454039125
2,2,3,1,10,1,1.20776,0.195410016,0.398495437
2,2,3,1,3,0.5,1.20176,0.195410016,0.356089969
2,2,3,1,-4,0.5,1.19576,0.198232978,0.349650563
2,2,3,1,-12,0,1.18876,0.199728385,0.349650563
2,2,3,1,-20,0,1.18276,0.196096683,0.431302835
2,2,3,2,-27,0,1.22,0.196096683,0.431302835
2,2,3,2,-32,0,1.216,0.187246315,0.509430219
2,2,3,2,-39,0,1.21,0.141972106,0.527497177
2,2,3,2,-42,0,-0.08022,0.125003815,0.587649159
2,2,3,2,-42,0,-0.08022,0.125003815,0.587649159
2,2,3,1,-41,0,-0.08022,0.117999817,0.604312265
2,1,3,1,-41,0,-0.08022,0.115726188,0.632541887
2,2,3,2,-40,0.5,-0.08022,0.115726188,0.662755211
2,1,3,1,-37,0.5,-1.45416,0.115726188,0.665913877
2,1,3,1,-31,0.5,-1.45016,0.114230781,0.665913877
2,1,3,1,-23,0.5,-1.44416,0.112750633,0.665913877
2,1,3,1,-14,0.5,-1.43816,0.112750633,0.667088839
2,2,3,2,-3,0.5,-1.43116,0.114261299,0.668935209
2,2,3,2,8,0.5,-1.42416,0.114261299,0.668935209
2,2,3,2,17,0.5,-1.41716,0.114215522,0.670415357
2,1,3,2,25,0.5,-1.50158,0.116489151,0.671956542
2,1,3,2,31,0.5,-1.49758,0.120120853,0.673589282
2,1,3,1,41,0.5,-1.49058,0.125537889,0.697332682
2,1,3,1,52,1,-1.48358,0.153508103,0.798486282
2,1,3,1,62,1,-1.47658,0.153508103,0.798486282
2,2,3,2,73,1,-1.46958,0.209585864,0.51882992
2,2,3,2,82,1,-1.46358,0.032471694,0.510589923
2,2,3,1,92,1,-1.45658,0,0.509079257
2,2,3,1,102,1,-1.44958,0,0.509079257
2,2,3,1,111,1,-1.44358,0,0.509079257
2,2,3,0,121,1,-1.43658,0,0.517502365
2,2,3,2,130,1,-1.43058,0,0.527558214
2,2,3,2,140,1,-1.42358,0,0.561067537
2,2,3,2,150,1,-1.41658,0,0.561067537
1,1,4,0,0,1,0,0,0.585665456
1,2,4,1,0,1,0,0,0.594271676
1,2,4,1,0,1,0,0,0.603167821
1,2,4,1,0,1,0,0,0.610049745
1,2,4,1,0,1,0,0,0.613315226
1,3,4,3,0,1,0,0,0.616489151
1,3,4,2,0,1,0,0,0.619876705
1,3,4,2,0,1,0,0,0.628635517
1,3,4,2,0,1,0,0,0.64127018
1,3,4,3,0,1,0,0,0.655034028
1,5,4,2,0,1,0,0,0.655034028
1,4,4,2,0,1,0,0,0.65724662
1,2,4,2,0,1,-1.12873,0,0.669042024
1,2,4,2,5,1,-1.12473,0,0.687826167
1,3,4,1,11,1,-1.11873,0,0.692205573
1,3,4,0,18,1,-1.11273,0,0.693670461
1,3,4,0,26,1,-1.10573,0,0.69513535
1,3,4,2,33,1,-1.09873,0,0.695608386
1,3,4,2,40,1,-1.09273,0,0.695608386
1,4,4,2,47,1,-1.08673,0,0.695608386
1,4,4,2,54,1,-1.07973,0,0.689321574
1,3,4,2,53,1,0.60235,0,0.654011658
1,2,4,0,51,1,0.59835,0,0.627414777
1,2,4,0,47,1,0.59235,0,0.605105747
1,2,4,1,43,1,0.58535,0,0.59561449
1,2,4,1,40,1,0.57935,0,0.59561449
1,2,4,2,36,1,0.57235,0,0.583559679
1,2,4,2,32,1,0.56635,0,0.578859828
1,2,4,2,28,1,0.55935,0,0.578859828
1,0,4,1,25,1,-0.8571,0,0.575823237
1,1,4,1,29,1,-0.8531,0,0.572573016
1,1,4,0,33,1,-0.8481,0,0.570879238
1,1,4,0,39,1,-0.8411,0,0.561113315
1,1,4,0,44,1,-0.8351,0,0.561113315
1,1,4,0,49,1,-0.8291,0,0.561113315
1,2,4,2,54,1,-0.8231,0,0.561113315
1,2,4,2,60,1,-0.8161,0,0.557573168
1,2,4,2,65,1,-0.8101,0,0.568834498
1,2,4,3,70,1,-0.8031,0,0.584032716
1,2,4,3,75,1,-0.7971,0,0.679677725
1,2,4,1,81,1,-0.7901,0,0.679677725
1,2,4,1,86,1,-0.7831,0,0.729041414
1,2,4,1,91,1,-0.7771,0,0.733268227
1,3,4,1,96,1,-0.7701,0,0.733268227
1,3,4,1,102,1,-0.7631,0,0.733268227
1,3,4,1,106,1,-0.7571,0,0.733268227
1,4,4,1,111,1,-0.7511,0,0.739463485
1,2,4,1,105,1,1.97949,0,0.787743767
1,2,4,0,96,1,1.97449,0,0.787743767
1,1,4,0,85,1,-0.99708,0,0.802377392
1,1,4,0,89,1,-0.99308,0,0.80385754
1,1,4,0,95,1,-0.98708,0,0.80385754
1,2,4,2,102,1,-0.98008,0,0.805047761
1,1,4,2,108,1,-0.97308,0,0.80855739
1,1,4,2,115,1,-0.96608,0,0.813730277
1,1,4,2,121,1,-0.96008,0,0.814569536
1,1,4,2,128,1,-0.95308,0,0.815195166
1,1,4,0,133,1,1.99938,0,0.815195166
1,1,4,0,125,1,1.99538,0,0.815195166
1,1,4,0,115,1,1.99038,0,0.816187017
1,0,4,0,115,1,-0.43306,0,0.819345683
1,0,4,0,117,1,-0.42806,0,0.824991607
1,1,4,2,120,1,-0.42106,0,0.830805383
1,1,4,2,123,1,-0.41406,0,0.833994568
1,1,4,2,125,1,-0.40806,0,0.833994568
1,2,4,2,128,1,-0.40106,0,0.833994568
1,2,4,2,131,1,-0.39406,0,0.833994568
1,2,4,0,134,1,-0.38706,0,0.833994568
2,2,4,0,68,1,-0.19003,0,0.833994568
2,2,4,0,70,1,-0.18653,0.106280709,0.833994568
